StoneAge GameTime 2001 library supplementary-material probe — R1
SCOPE|public-catalog-metadata-only|no-book-or-cd-payload-download
LINK|source=kolis-title-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=title&tab=ALL#none|label=ん
LINK|source=kolis-title-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=title&tab=ALL#none|label=い
LINK|source=kolis-title-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=title&tab=ALL#none|label=ぃ
LINK|source=kolis-title-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=title&tab=ALL#none|label=き
LINK|source=kolis-title-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=title&tab=ALL#none|label=ぎ
LINK|source=kolis-title-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=title&tab=ALL#none|label=し
LINK|source=kolis-title-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=title&tab=ALL#none|label=じ
LINK|source=kolis-title-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=title&tab=ALL#none|label=ち
LINK|source=kolis-title-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=title&tab=ALL#none|label=ぢ
LINK|source=kolis-title-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=title&tab=ALL#none|label=に
LINK|source=kolis-title-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=title&tab=ALL#none|label=ひ
LINK|source=kolis-title-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=title&tab=ALL#none|label=び
LINK|source=kolis-title-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=title&tab=ALL#none|label=ぴ
LINK|source=kolis-title-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=title&tab=ALL#none|label=み
LINK|source=kolis-title-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=title&tab=ALL#none|label=り
LINK|source=kolis-title-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=title&tab=ALL#none|label=う
LINK|source=kolis-title-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=title&tab=ALL#none|label=ぅ
LINK|source=kolis-title-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=title&tab=ALL#none|label=く
LINK|source=kolis-title-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=title&tab=ALL#none|label=ぐ
LINK|source=kolis-title-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=title&tab=ALL#none|label=す
LINK|source=kolis-title-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=title&tab=ALL#none|label=ず
LINK|source=kolis-title-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=title&tab=ALL#none|label=つ
LINK|source=kolis-title-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=title&tab=ALL#none|label=づ
LINK|source=kolis-title-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=title&tab=ALL#none|label=っ
LINK|source=kolis-title-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=title&tab=ALL#none|label=ぬ
LINK|source=kolis-title-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=title&tab=ALL#none|label=ふ
LINK|source=kolis-title-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=title&tab=ALL#none|label=ぶ
LINK|source=kolis-title-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=title&tab=ALL#none|label=ぷ
LINK|source=kolis-title-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=title&tab=ALL#none|label=む
LINK|source=kolis-title-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=title&tab=ALL#none|label=ゆ
LINK|source=kolis-title-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=title&tab=ALL#none|label=ゅ
LINK|source=kolis-title-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=title&tab=ALL#none|label=る
LINK|source=kolis-title-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=title&tab=ALL#none|label=え
LINK|source=kolis-title-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=title&tab=ALL#none|label=ぇ
LINK|source=kolis-title-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=title&tab=ALL#none|label=け
LINK|source=kolis-title-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=title&tab=ALL#none|label=げ
LINK|source=kolis-title-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=title&tab=ALL#none|label=せ
LINK|source=kolis-title-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=title&tab=ALL#none|label=ぜ
LINK|source=kolis-title-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=title&tab=ALL#none|label=て
LINK|source=kolis-title-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=title&tab=ALL#none|label=で
LINK|source=kolis-title-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=title&tab=ALL#none|label=ね
RESPONSE|source=kolis-standardNumber-8995182121|status=200|requested=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=standardNumber&tab=ALL|final=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=standardNumber&tab=ALL|ids=
SNIPPET|source=kolis-standardNumber-8995182121|token=스톤 에이지|text=분류기호 검색 분류기호 검색 영역 분류기호명: 닫기 전체 일반도서 잡지/학술지 학위논문 멀티미디어/비도서 디지털신문 다른기관자료 검색결과제한 검색 결과 제한 자료유형 전체 (1) 일반도서 (1) 발행시기 2001-2010 (1) 주제별 예술 (1) 언어 언어불명 (1) 확인 일반도서 결과 1 건 + 모두보기 --> 예술 스톤 에이지 / 게임타임 [편] 오프라인 : 1개 판 : 2001 2 개 도서관 소장 + 모두보기 학위논문 결과 0 건 + 모두보기 --> 자료가 없습니다. + 모두보기 디지털 신문 결과 0 건 + 모두보기 --> 자료가 없습니다. + 모두보기 국회도서관 소장자료 결과 0 건 + 모두보기 --> 자료가 없습니다. + 모두보기 잡지/
SNIPPET|source=kolis-standardNumber-8995182121|token=게임타임|text=류기호 검색 영역 분류기호명: 닫기 전체 일반도서 잡지/학술지 학위논문 멀티미디어/비도서 디지털신문 다른기관자료 검색결과제한 검색 결과 제한 자료유형 전체 (1) 일반도서 (1) 발행시기 2001-2010 (1) 주제별 예술 (1) 언어 언어불명 (1) 확인 일반도서 결과 1 건 + 모두보기 --> 예술 스톤 에이지 / 게임타임 [편] 오프라인 : 1개 판 : 2001 2 개 도서관 소장 + 모두보기 학위논문 결과 0 건 + 모두보기 --> 자료가 없습니다. + 모두보기 디지털 신문 결과 0 건 + 모두보기 --> 자료가 없습니다. + 모두보기 국회도서관 소장자료 결과 0 건 + 모두보기 --> 자료가 없습니다. + 모두보기 잡지/학술지 결과
SNIPPET|source=kolis-standardNumber-8995182121|token=소장|text=위논문 멀티미디어/비도서 디지털신문 다른기관자료 검색결과제한 검색 결과 제한 자료유형 전체 (1) 일반도서 (1) 발행시기 2001-2010 (1) 주제별 예술 (1) 언어 언어불명 (1) 확인 일반도서 결과 1 건 + 모두보기 --> 예술 스톤 에이지 / 게임타임 [편] 오프라인 : 1개 판 : 2001 2 개 도서관 소장 + 모두보기 학위논문 결과 0 건 + 모두보기 --> 자료가 없습니다. + 모두보기 디지털 신문 결과 0 건 + 모두보기 --> 자료가 없습니다. + 모두보기 국회도서관 소장자료 결과 0 건 + 모두보기 --> 자료가 없습니다. + 모두보기 잡지/학술지 결과 0 건 + 모두보기 --> 자료가 없습니다. + 모두보기 멀티
SNIPPET|source=kolis-standardNumber-8995182121|token=소장|text=어불명 (1) 확인 일반도서 결과 1 건 + 모두보기 --> 예술 스톤 에이지 / 게임타임 [편] 오프라인 : 1개 판 : 2001 2 개 도서관 소장 + 모두보기 학위논문 결과 0 건 + 모두보기 --> 자료가 없습니다. + 모두보기 디지털 신문 결과 0 건 + 모두보기 --> 자료가 없습니다. + 모두보기 국회도서관 소장자료 결과 0 건 + 모두보기 --> 자료가 없습니다. + 모두보기 잡지/학술지 결과 0 건 + 모두보기 --> 자료가 없습니다. + 모두보기 멀티미디어/비도서 결과 0 건 + 모두보기 --> 자료가 없습니다. + 모두보기 대학도서관 종합목록 결과 0 건 + 모두보기 --> 자료가 없습니다. + 모두보기 우편번호 0657
SNIPPET|source=kolis-standardNumber-8995182121|token=제어번호|text=--> 발행자 부분일치 완전일치 전방일치 --> 검색제한 --> 표준부호 ISBN ISSN 분류기호 KDC(한국십진분류법) KDCP(한국십진분류표-박봉석편) DDC(듀이십진분류법) CEC(조선총독부신서부분류표) CWC(조선총독부 양서부분류표) COC(조선총독부고서부분류표) 분류기호참조 발행시기 --> 발행시기 부터 까지 제어번호 UB US UD UW 자료유형 일반도서 잡지/학술지 학위논문 비도서/멀티미디어 디지털신문 --> 다른기관검색 국내외 주요 기관의 자료를 한번의 질의입력 및 검색으로 원하는 자료를 확인할 수 있습니다. KERIS 종합목록 국회도서관 전체 제목 저자 발행자 발행시기 ~ 분류기호 검색 분류기호 검색 영역 분류기호명: 닫기 전
LINK|source=kolis-standardNumber-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=standardNumber&tab=ALL#contentcore|label=본문 바로가기
LINK|source=kolis-standardNumber-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=standardNumber&tab=ALL#gnb|label=메인메뉴 바로가기
LINK|source=kolis-standardNumber-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=standardNumber&tab=ALL#login|label=로그인
LINK|source=kolis-standardNumber-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=standardNumber&tab=ALL#join|label=회원가입
LINK|source=kolis-standardNumber-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=standardNumber&tab=ALL#btn|label=자동완성 끄기
LINK|source=kolis-standardNumber-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=standardNumber&tab=ALL#langInsert_div|label=다국어입력
LINK|source=kolis-standardNumber-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=standardNumber&tab=ALL#detailSearchView|label=상세검색
LINK|source=kolis-standardNumber-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=standardNumber&tab=ALL#otherSearchView|label=다른기관 검색
LINK|source=kolis-standardNumber-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=standardNumber&tab=ALL#none|label=히라가나
LINK|source=kolis-standardNumber-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=standardNumber&tab=ALL#none|label=가타카나
LINK|source=kolis-standardNumber-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=standardNumber&tab=ALL#none|label=한글고어
LINK|source=kolis-standardNumber-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=standardNumber&tab=ALL#none|label=그리스문자
LINK|source=kolis-standardNumber-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=standardNumber&tab=ALL#none|label=괄호기호
LINK|source=kolis-standardNumber-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=standardNumber&tab=ALL#none|label=학술기호
LINK|source=kolis-standardNumber-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=standardNumber&tab=ALL#none|label=기술기호
LINK|source=kolis-standardNumber-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=standardNumber&tab=ALL#none|label=라틴문자
LINK|source=kolis-standardNumber-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=standardNumber&tab=ALL#none|label=러시아문자
LINK|source=kolis-standardNumber-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=standardNumber&tab=ALL#none|label=단위기호
LINK|source=kolis-standardNumber-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=standardNumber&tab=ALL#none|label=일반기호
LINK|source=kolis-standardNumber-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=standardNumber&tab=ALL#none|label=로마자
LINK|source=kolis-standardNumber-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=standardNumber&tab=ALL#none|label=첨자기호
LINK|source=kolis-standardNumber-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=standardNumber&tab=ALL#none|label=あ
LINK|source=kolis-standardNumber-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=standardNumber&tab=ALL#none|label=ぁ
LINK|source=kolis-standardNumber-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=standardNumber&tab=ALL#none|label=か
LINK|source=kolis-standardNumber-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=standardNumber&tab=ALL#none|label=が
LINK|source=kolis-standardNumber-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=standardNumber&tab=ALL#none|label=さ
LINK|source=kolis-standardNumber-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=standardNumber&tab=ALL#none|label=ざ
LINK|source=kolis-standardNumber-8995182121|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=8995182121&keywordType1=standardNumber&tab=ALL#none|label=た
